,Rate,Building Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
0,Commercial,Retail Standalone,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
1,Commercial,Small Office,"1413 WOODMERE AVE, Traverse City, Michigan, USA","1401 Woodmere Ave, Traverse City, MI 49686, USA",0,1370,5814,6000,6.0,423.0
2,Commercial,Retail Strip Mall,"13920 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13916 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,1316,9708,5000,6.3,440.0
3,Commercial,Full Service Restaurant,"508 MUNSON AVE, Traverse City, Michigan, USA","508 Munson Ave, Traverse City, MI 49686, USA",1,1345,2414,5000,6.5,458.0
4,Commercial,Retail Strip Mall,"907 1/2 WOODMERE AVE, Traverse City, Michigan, USA","907 Woodmere Ave, Traverse City, MI 49686, USA",1,1318,7946,5000,6.3,440.0
5,Commercial,Outpatient,"822 CASS ST, Traverse City, Michigan, USA","822 S Cass St, Traverse City, MI 49684, USA",1,1282,1145,5000,6.5,458.0
6,Commercial,Warehouse,"1719 S GARFIELD AVE, Traverse City, Michigan, USA","1723 S Garfield Ave, Traverse City, MI 49686, USA",0,1331,18394,6000,6.3,440.0
7,Commercial,Retail Standalone,"1501 CASS ST, Traverse City, Michigan, USA","145 Fairway Hills Dr, Traverse City, MI 49684, USA",0,1335,1691,5000,6.5,458.0
8,Commercial,Small Hotel,"1897 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
9,Commercial,Outpatient,"1240 E EIGHTH ST, Traverse City, Michigan, USA","1240 E Eighth St, Traverse City, MI 49686, USA",1,1278,1956,5000,6.5,458.0
10,Commercial,Medium Office,"435 BAY ST, Traverse City, Michigan, USA","435 Bay St, Traverse City, MI 49684, USA",1,1309,1550,5000,6.5,458.0
11,Commercial,Retail Strip Mall,"134 1/2 E FRONT ST, Traverse City, Michigan, USA","134 E Front St Lower Unit, Traverse City, MI 49684, USA",1,1334,1321,6000,6.3,440.0
12,Commercial,Warehouse,"1505 PREMIER ST, Traverse City, Michigan, USA","1505 Premier St, Traverse City, MI 49686, USA",1,1319,6677,6000,6.3,440.0
13,Commercial,Retail Standalone,"507 BAY ST, Traverse City, Michigan, USA","507 Bay St, Traverse City, MI 49684, USA",1,1435,722,5000,6.3,440.0
14,Commercial,Residential Home,"13842 S WINDCREST CT, Traverse City, Michigan, USA","2675 Windcrest Ln, Traverse City, MI 49686, USA",0,1233,846,4000,7.3,511.0
15,Commercial,Retail Strip Mall,"156 E FRONT ST, Traverse City, Michigan, USA","156 E Front St, Traverse City, MI 49684, USA",1,1340,1550,5000,6.3,440.0
16,Commercial,Religious worship ,"206 S OAK ST, Traverse City, Michigan, USA","206 S Oak St, Traverse City, MI 49684, USA",1,1191,1762,3000,7.5,529.0
17,Commercial,Retail Standalone,"817 BAY ST, Traverse City, Michigan, USA","817 Bay St, Traverse City, MI 49684, USA",1,1307,2608,5000,6.5,458.0
18,Commercial,Outpatient,"1117 WEST CIVIC CENTER DR, Traverse City, Michigan, USA","201 S Garfield Ave, Traverse City, MI 49686, USA",0,1312,2326,5000,6.3,440.0
19,Commercial,Residential Home,"934 WOOD AVE, Traverse City, Michigan, USA","934 Wood Ave, Traverse City, MI 49686, USA",1,1340,546,5000,6.5,458.0
20,Commercial,Retail Strip Mall,"134 E FRONT ST, Traverse City, Michigan, USA","134 E Front St Lower Unit, Traverse City, MI 49684, USA",1,1334,1321,6000,6.3,440.0
21,Commercial,Medium Office,"130 HALL ST, Traverse City, Michigan, USA","107 Hall St, Traverse City, MI 49684, USA",0,1323,1709,5000,6.3,440.0
22,Commercial,Small Hotel,"855 E FRONT ST, Traverse City, Michigan, USA","855 E Front St, Traverse City, MI 49686, USA",1,1123,546,1000,7.8,546.0
23,Commercial,Retail Strip Mall,"145 E FRONT ST, Traverse City, Michigan, USA","145 E Front St, Traverse City, MI 49684, USA",1,1330,1903,6000,6.3,440.0
24,Commercial,Warehouse,"884 ROBINWOOD CT, Traverse City, Michigan, USA","884 Robinwood Ct, Traverse City, MI 49686, USA",1,1263,1885,4000,7.0,493.0
25,Commercial,Warehouse,"2702 AERO PARK DR, Traverse City, Michigan, USA","2670 Aero-Park Dr, Traverse City, MI 49686, USA",0,1332,4299,6000,6.3,440.0
26,Commercial,Full Service Restaurant,"125 E STATE ST, Traverse City, Michigan, USA","Parking lot, 125 E State St, Traverse City, MI 49684, USA",0,1341,969,6000,6.3,440.0
27,Commercial,Retail Strip Mall,"720 MUNSON AVE, Traverse City, Michigan, USA",Not Found,,,,,,
28,Commercial,Small Office,"215 WASHINGTON ST, Traverse City, Michigan, USA","216 E State St, Traverse City, MI 49684, USA",0,1445,194,400,2.8,194.0
29,Commercial,Large Hotel,"3943 SUMAC DR, Traverse City, Michigan, USA","3931 Creekside Dr, Traverse City, MI 49684, USA",0,1408,2608,6000,6.0,423.0
30,Commercial,Retail Strip Mall,"232 1/2 E FRONT ST, Traverse City, Michigan, USA","232 E Front St, Traverse City, MI 49684, USA",1,1333,4035,6000,6.3,440.0
31,Commercial,Warehouse,"725 S GARFIELD AVE, Traverse City, Michigan, USA","735 S Garfield Ave #B100, Traverse City, MI 49686, USA",0,1335,2255,6000,6.3,440.0
32,Commercial,Other ,"602 WOODMERE AVE, Traverse City, Michigan, USA",Not Found,,,,,,
33,Commercial,Small Hotel,"730 CENTRE PL, Traverse City, Michigan, USA","730 Centre Pl, Traverse City, MI 49686, USA",1,1228,1321,4000,7.3,511.0
34,Commercial,Small Office,"911 W ELEVENTH ST, Traverse City, Michigan, USA","911 W Eleventh St, Traverse City, MI 49684, USA",1,1416,1498,6000,6.0,423.0
35,Commercial,Warehouse,"2823 CASS RD, Traverse City, Michigan, USA","2823 Cass Rd, Traverse City, MI 49684, USA",1,1321,22340,6000,6.3,440.0
36,Commercial,Quick Service Restaurant,"441 E FRONT ST, Traverse City, Michigan, USA","441 E Front St, Traverse City, MI 49686, USA",1,1422,3647,6000,5.8,405.0
37,Commercial,Retail Standalone,"723 WOODMERE AVE, Traverse City, Michigan, USA","717 Woodmere Ave, Traverse City, MI 49686, USA",0,1387,2731,6000,6.0,423.0
38,Commercial,Residential Home,"319 FRANKLIN ST, Traverse City, Michigan, USA","319 Franklin St, Traverse City, MI 49686, USA",1,1277,669,3000,7.8,546.0
39,Commercial,Primary School,"1600 EASTERN AVE, Traverse City, Michigan, USA","1600 Eastern Ave, Traverse City, MI 49686, USA",1,1379,27485,6000,6.0,423.0
40,Commercial,Small Office,"112 W FOURTEENTH ST, Traverse City, Michigan, USA","112 W Fourteenth St, Traverse City, MI 49684, USA",1,1331,2202,6000,6.3,440.0
41,Commercial,Small Office,"1235 E FRONT ST, Traverse City, Michigan, USA","1235 E Front St, Traverse City, MI 49686, USA",1,1304,5286,5000,6.3,440.0
42,Commercial,Retail Standalone,"116 CASS ST, Traverse City, Michigan, USA","158 E Front St, Traverse City, MI 49684, USA",0,1304,1920,5000,6.3,440.0
43,Commercial,Retail Standalone,"691 PARSONS RD, Traverse City, Michigan, USA",Not Found,,,,,,
44,Commercial,Retail Standalone,"2366 CASS RD, Traverse City, Michigan, USA","2366 Cass Rd, Traverse City, MI 49684, USA",1,1326,8933,6000,6.3,440.0
45,Commercial,Retail Strip Mall,"1019 E EIGHTH ST, Traverse City, Michigan, USA","1023 E Eighth St, Traverse City, MI 49686, USA",0,1316,6025,5000,6.3,440.0
46,Commercial,Small Hotel,"537 BAY ST GAR., Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
47,Commercial,Retail Standalone,"115 GILLIS ST, Traverse City, Michigan, USA","426 W Front St, Traverse City, MI 49684, USA",0,1376,617,5000,6.5,458.0
48,Commercial,Retail Strip Mall,"114 1/2 E FRONT ST, Traverse City, Michigan, USA","114 E Front St # 205, Traverse City, MI 49684, USA",1,1250,4686,5000,6.8,476.0
49,Commercial,Other ,"0 PARK ST HOLIDAY LIGHTS, Traverse City, Michigan, USA",Not Found,,,,,,
50,Commercial,Retail Standalone,"914 E EIGHTH ST, Traverse City, Michigan, USA","914 E Eighth St, Traverse City, MI 49686, USA",1,1313,476,2000,6.8,476.0
51,Commercial,Small Office,"416 E FRONT ST, Traverse City, Michigan, USA","416 E Front St, Traverse City, MI 49686, USA",1,1321,1603,5000,6.3,440.0
52,Commercial,Small Office,"409 E EIGHTH ST, Traverse City, Michigan, USA","409 E Eighth St, Traverse City, MI 49686, USA",1,1143,476,200,6.8,476.0
53,Commercial,Retail Standalone,"502 E EIGHTH ST, Traverse City, Michigan, USA","502 E Eighth St, Traverse City, MI 49686, USA",1,1295,2026,5000,6.5,458.0
54,Commercial,Residential Home,"509 ROSE ST, Traverse City, Michigan, USA","509 Rose St, Traverse City, MI 49686, USA",1,1303,440,2000,6.3,440.0
55,Commercial,Large Hotel,"710 COTTAGEVIEW DR, Traverse City, Michigan, USA",Not Found,,,,,,
56,Commercial,Warehouse,"703 PARSONS RD, Traverse City, Michigan, USA","707 Parsons Rd, Traverse City, MI 49686, USA",0,1210,1691,4000,7.0,493.0
57,Commercial,Full Service Restaurant,"124 CASS ST, Traverse City, Michigan, USA","124 Cass St, Traverse City, MI 49684, USA",1,1364,810,5000,6.3,440.0
58,Commercial,Retail Strip Mall,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
59,Commercial,Small Office,"314 MUNSON AVE, Traverse City, Michigan, USA","314 Munson Ave, Traverse City, MI 49686, USA",1,1288,1480,5000,6.5,458.0
60,Commercial,Small Office,"3221 RACQUET CLUB DR, Traverse City, Michigan, USA","3195 Racquet Club Dr, Traverse City, MI 49684, USA",0,1410,2766,6000,6.0,423.0
61,Commercial,Outpatient,"1429 BARLOW ST UNIT, Traverse City, Michigan, USA","1433 Barlow St, Traverse City, MI 49686, USA",0,1433,3947,6000,5.8,405.0
62,Commercial,Warehouse,"2819 CASS RD, Traverse City, Michigan, USA","2811 Cass Rd, Traverse City, MI 49684, USA",0,1325,6818,6000,6.3,440.0
63,Commercial,Warehouse,"2811 CASS RD, Traverse City, Michigan, USA","2811 Cass Rd, Traverse City, MI 49684, USA",1,1325,6818,6000,6.3,440.0
64,Commercial,Retail Standalone,"517 E EIGHTH ST, Traverse City, Michigan, USA",Not Found,,,,,,
65,Commercial,Retail Strip Mall,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
66,Commercial,Retail Strip Mall,"1313 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1299 W South Airport Rd, Traverse City, MI 49686, USA",0,1285,4475,5000,6.5,458.0
67,Commercial,Retail Strip Mall,"1153 S GARFIELD AVE, Traverse City, Michigan, USA","1137 S Garfield Ave, Traverse City, MI 49686, USA",0,1328,27273,6000,6.3,440.0
68,Commercial,Large Hotel,"3969 SUMAC DR, Traverse City, Michigan, USA","3931 Creekside Dr, Traverse City, MI 49684, USA",0,1408,2608,6000,6.0,423.0
69,Commercial,Midrise Apartment,"601 FITZHUGH DR, Traverse City, Michigan, USA","601 Fitzhugh Dr, Traverse City, MI 49684, USA",1,1331,30568,6000,6.3,440.0
70,Commercial,Residential Home,"401 S GARFIELD AVE, Traverse City, Michigan, USA","415 S Garfield Ave, Traverse City, MI 49686, USA",0,1241,546,2000,7.8,546.0
71,Commercial,Medium Office,"1760 FOREST RIDGE DR, Traverse City, Michigan, USA","1760 Forest Ridge Dr, Traverse City, MI 49686, USA",1,1309,4140,5000,6.5,458.0
72,Commercial,Small Office,"606 STATION ST, Traverse City, Michigan, USA","510 Depot View Dr, Traverse City, MI 49686, USA",0,1430,1075,5000,6.3,440.0
73,Commercial,Small Office,"1125 WEST CIVIC CENTER DR, Traverse City, Michigan, USA","1125 W Civic Center Dr, Traverse City, MI 49686, USA",1,1272,6695,5000,6.5,458.0
74,Commercial,Small Office,"913 BARLOW ST, Traverse City, Michigan, USA","913 Barlow St, Traverse City, MI 49686, USA",1,1391,4581,6000,6.3,440.0
75,Commercial,Retail Standalone,"531 S UNION ST, Traverse City, Michigan, USA","531 S Union St, Traverse City, MI 49684, USA",1,1417,1198,6000,6.0,423.0
76,Commercial,Other ,"0 W S AIRPORT RD, Traverse City, Michigan, USA",Not Found,,,,,,
77,Commercial,Warehouse,"1401 WOODMERE AVE, Traverse City, Michigan, USA","1401 Woodmere Ave, Traverse City, MI 49686, USA",1,1370,5814,6000,6.0,423.0
78,Commercial,Warehouse,"1645 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1567 W South Airport Rd, Traverse City, MI 49686, USA",0,1385,5039,6000,6.0,423.0
79,Commercial,Small Office,"100 PARK ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",0,1425,6307,6000,6.0,423.0
80,Commercial,Retail Strip Mall,"1131 S GARFIELD AVE, Traverse City, Michigan, USA","1115 S Garfield Ave, Traverse City, MI 49684, USA",0,1444,29493,7000,5.8,405.0
81,Commercial,Other ,"0 SIXTH & UNION, Traverse City, Michigan, USA","620 Sixth St, Traverse City, MI 49684, USA",0,1400,758,5000,6.8,476.0
82,Commercial,Midrise Apartment,"619 E EIGHTH ST, Traverse City, Michigan, USA","619 E Eighth St, Traverse City, MI 49686, USA",1,1255,740,3000,7.5,529.0
83,Commercial,Warehouse,"2244 CASS RD, Traverse City, Michigan, USA","2244 Cass Rd, Traverse City, MI 49684, USA",1,1347,3312,6000,6.3,440.0
84,Commercial,Outpatient,"315 N DIVISION ST, Traverse City, Michigan, USA","315t N Division St, Traverse City, MI 49684, USA",0,1431,4916,6000,5.8,405.0
85,Commercial,Primary School,"1026 RED DR, Traverse City, Michigan, USA","1026 Red Dr, Traverse City, MI 49684, USA",1,1412,2149,5000,6.5,458.0
86,Commercial,Medium Office,"140 RIVERS EDGE DR, Traverse City, Michigan, USA",Not Found,,,,,,
87,Commercial,Small Office,"10753 PINE BLUFF DR, Traverse City, Michigan, USA","10753 Pine Bluff Dr, Traverse City, MI 49684, USA",1,1375,2326,5000,6.5,458.0
88,Commercial,Retail Standalone,"535 W FRONT ST, Traverse City, Michigan, USA","535 W Front St, Traverse City, MI 49684, USA",1,1311,1621,5000,6.3,440.0
89,Commercial,Midrise Apartment,"720 FITZHUGH DR, Traverse City, Michigan, USA",Not Found,,,,,,
90,Commercial,Small Office,"6619 MISSION RIDGE, Traverse City, Michigan, USA","6619 Mission Ridge, Traverse City, MI 49686, USA",1,1159,2731,3000,7.3,511.0
91,Commercial,Medium Office,"225 GARLAND ST, Traverse City, Michigan, USA","207 W Grandview Pkwy, Traverse City, MI 49684, USA",0,1324,5655,6000,6.3,440.0
92,Commercial,Retail Strip Mall,"144 HALL ST, Traverse City, Michigan, USA","144 Hall St Suite# 109, Traverse City, MI 49684, USA",1,1321,16755,6000,6.3,440.0
93,Commercial,Warehouse,"3139 N KEYSTONE RD, Traverse City, Michigan, USA","3139 N Keystone Rd, Traverse City, MI 49686, USA",1,1335,7717,6000,6.3,440.0
94,Commercial,Midrise Apartment,"715 E STATE ST STE, Traverse City, Michigan, USA","715 E State St, Traverse City, MI 49686, USA",1,1417,3013,6000,6.0,423.0
95,Commercial,Small Office,"2000 RANDOLPH ST, Traverse City, Michigan, USA",Not Found,,,,,,
96,Commercial,Small Hotel,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
97,Commercial,Retail Strip Mall,"441 E FRONT ST, Traverse City, Michigan, USA","441 E Front St, Traverse City, MI 49686, USA",1,1422,3647,6000,5.8,405.0
98,Commercial,Residential Home,"800 WESTMINSTER RD, Traverse City, Michigan, USA",Not Found,,,,,,
99,Commercial,Quick Service Restaurant,"124 MUNSON AVE, Traverse City, Michigan, USA","118 Munson Ave ste b, Traverse City, MI 49686, USA",0,1262,652,4000,6.8,476.0
100,Commercial,Other ,"0 E F HUTTON PARKING LOT, Traverse City, Michigan, USA",Not Found,,,,,,
101,Commercial,Small Hotel,"1265 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
102,Commercial,Medium Office,"107 CASS ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",1,1348,12157,6000,6.0,423.0
103,Commercial,Small Office,"440 W FRONT ST, Traverse City, Michigan, USA","440 W Front St, Traverse City, MI 49684, USA",1,1308,3154,5000,6.3,440.0
104,Commercial,Retail Strip Mall,"322 S UNION ST, Traverse City, Michigan, USA","322 S Union St, Traverse City, MI 49684, USA",1,1400,6378,6000,6.0,423.0
105,Commercial,Full Service Restaurant,"113 E STATE ST, Traverse City, Michigan, USA","113 E State St, Traverse City, MI 49684, USA",1,1268,1251,5000,6.8,476.0
106,Commercial,Retail Standalone,"807 LAKE AVE, Traverse City, Michigan, USA","807 Lake Ave, Traverse City, MI 49684, USA",1,1299,3312,5000,6.3,440.0
107,Commercial,Small Office,"1239 WOODMERE AVE, Traverse City, Michigan, USA","1235 Woodmere Ave, Traverse City, MI 49686, USA",0,1328,5620,6000,6.3,440.0
108,Commercial,Large Hotel,"1200 W ELEVENTH ST MECH, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",1,1399,63197,6000,5.8,405.0
109,Commercial,Small Office,"525 W FOURTEENTH ST, Traverse City, Michigan, USA","525 W Fourteenth St Suite D, Traverse City, MI 49684, USA",1,1300,2590,5000,6.5,458.0
110,Commercial,Retail Strip Mall,"104 E FRONT ST, Traverse City, Michigan, USA","102 E Front St, Traverse City, MI 49684, USA",0,1393,3841,6000,6.0,423.0
111,Commercial,Medium Office,"13818 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13818 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1431,2572,6000,5.8,405.0
112,Commercial,Residential Home,"921 W ELEVENTH ST, Traverse City, Michigan, USA","921 W Eleventh St, Traverse City, MI 49684, USA",1,1429,2220,6000,5.8,405.0
113,Commercial,Residential Home,"202 BOARDMAN AVE, Traverse City, Michigan, USA","402 E State St, Traverse City, MI 49686, USA",0,1213,899,3000,7.8,546.0
114,Commercial,Medium Office,"934 S GARFIELD AVE, Traverse City, Michigan, USA","928 S Garfield Ave, Traverse City, MI 49686, USA",0,1276,3735,4000,7.3,511.0
115,Commercial,Medium Office,"600 E FRONT ST, Traverse City, Michigan, USA","600 E Front St, Traverse City, MI 49686, USA",1,1336,33404,6000,5.8,405.0
116,Commercial,Medium Office,"548 E FRONT ST, Traverse City, Michigan, USA","548 E Front St, Traverse City, MI 49686, USA",1,1303,2061,5000,6.3,440.0
117,Commercial,Warehouse,"1161 HASTINGS ST, Traverse City, Michigan, USA","1161 Hastings St, Traverse City, MI 49686, USA",1,1285,423,1000,6.0,423.0
118,Commercial,Medium Office,"333 W GRANDVIEW PKWY, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
119,Commercial,Other ,"750 MUNSON AVE, Traverse City, Michigan, USA","752 Munson Ave, Traverse City, MI 49686, USA",0,1352,2202,6000,6.3,440.0
120,Commercial,Warehouse,"1659 S GARFIELD AVE, Traverse City, Michigan, USA","1661 S Garfield Ave, Traverse City, MI 49686, USA",0,1372,36540,7000,5.8,405.0
121,Commercial,Midrise Apartment,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
122,Commercial,Retail Strip Mall,"1027 E EIGHTH ST, Traverse City, Michigan, USA","1023 E Eighth St, Traverse City, MI 49686, USA",0,1316,6025,5000,6.3,440.0
123,Commercial,Midrise Apartment,"619 E EIGHTH ST, Traverse City, Michigan, USA","619 E Eighth St, Traverse City, MI 49686, USA",1,1255,740,3000,7.5,529.0
124,Commercial,Outpatient,"1832 OAK HOLLOW DR, Traverse City, Michigan, USA","1844 Oak Hollow Dr, Traverse City, MI 49686, USA",0,1367,3259,6000,6.0,423.0
125,Commercial,Other ,"0 UNION ST & PARKWAY, Traverse City, Michigan, USA","828 S Union St, Traverse City, MI 49684, USA",0,1418,634,3000,7.8,546.0
126,Commercial,Outpatient,"3130 LOGAN VALLEY RD, Traverse City, Michigan, USA","3130 Logan Valley Rd, Traverse City, MI 49686, USA",1,1438,2837,6000,5.8,405.0
127,Commercial,Retirement Community,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
128,Commercial,Retail Strip Mall,"1142 E EIGHTH ST, Traverse City, Michigan, USA","1142 E Eighth St #104, Traverse City, MI 49686, USA",1,1321,2978,5000,6.3,440.0
129,Commercial,Small Hotel,"440 MUNSON AVE, Traverse City, Michigan, USA","460 Munson Ave US HWY 31, Traverse City, MI 49686, USA",0,1411,14429,6000,5.8,405.0
130,Commercial,Medium Office,"216 CASS ST, Traverse City, Michigan, USA","216 Cass St, Traverse City, MI 49684, USA",1,1318,1674,5000,6.3,440.0
131,Commercial,Medium Office,"920 HASTINGS ST STE, Traverse City, Michigan, USA","920 Hastings St STE D, Traverse City, MI 49686, USA",1,1307,13707,5000,6.3,440.0
132,Commercial,Retail Strip Mall,"223 E FRONT ST, Traverse City, Michigan, USA","223 E Front St, Traverse City, MI 49684, USA",1,1265,2044,5000,6.8,476.0
133,Commercial,Retail Strip Mall,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
134,Commercial,Midrise Apartment,"927 WOODMERE AVE, Traverse City, Michigan, USA","927 Woodmere Ave, Traverse City, MI 49686, USA",1,1282,4440,5000,6.8,476.0
135,Commercial,Midrise Apartment,"2936 GLEN DR, Traverse City, Michigan, USA","2936 Glen Dr, Traverse City, MI 49686, USA",1,1378,1480,6000,6.3,440.0
136,Commercial,Small Hotel,"429 MUNSON PL, Traverse City, Michigan, USA",Not Found,,,,,,
137,Commercial,Warehouse,"436 W FRONT ST, Traverse City, Michigan, USA","436 W Front St, Traverse City, MI 49684, USA",1,1316,6924,6000,6.3,440.0
138,Commercial,Retail Strip Mall,"157 E FRONT ST, Traverse City, Michigan, USA","153 1/2 E Front St Suite C, Traverse City, MI 49684, USA",0,1374,1815,5000,6.3,440.0
139,Commercial,Small Hotel,"135 MUNSON AVE, Traverse City, Michigan, USA","125 Munson Ave, Traverse City, MI 49686, USA",0,1311,4616,5000,6.3,440.0
140,Commercial,Retail Strip Mall,"134 E FRONT ST, Traverse City, Michigan, USA","134 E Front St Lower Unit, Traverse City, MI 49684, USA",1,1334,1321,6000,6.3,440.0
141,Commercial,Full Service Restaurant,"108 S UNION ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",0,1325,4986,6000,6.3,440.0
142,Commercial,Medium Office,"804 S GARFIELD AVE, Traverse City, Michigan, USA","804 S Garfield Ave Suite A, Traverse City, MI 49686, USA",1,1212,3347,4000,7.0,493.0
143,Commercial,Small Office,"920 HASTINGS ST STE, Traverse City, Michigan, USA","920 Hastings St STE D, Traverse City, MI 49686, USA",1,1307,13707,5000,6.3,440.0
144,Commercial,Retail Strip Mall,"1214 S GARFIELD AVE, Traverse City, Michigan, USA","1208 S Garfield Ave, Traverse City, MI 49686, USA",0,1314,11963,5000,6.3,440.0
145,Commercial,Retirement Community,"461 MUNSON AVE, Traverse City, Michigan, USA","461 Munson Ave, Traverse City, MI 49686, USA",1,1446,15469,7000,5.8,405.0
146,Commercial,Small Hotel,"1466 NEWPORT ST, Traverse City, Michigan, USA","1466 Newport St, Traverse City, MI 49686, USA",1,1264,652,4000,7.0,493.0
147,Commercial,Retail Standalone,"1580 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1580 W South Airport Rd, Traverse City, MI 49686, USA",1,1324,2696,6000,6.3,440.0
148,Commercial,Small Office,"818 RED DR STE, Traverse City, Michigan, USA","818 Red Dr, Traverse City, MI 49684, USA",1,1296,2660,5000,6.5,458.0
149,Commercial,Small Office,"697 HANNAH AVE, Traverse City, Michigan, USA","697 Hannah Ave, Traverse City, MI 49686, USA",1,1432,2907,6000,5.8,405.0
150,Commercial,Retail Strip Mall,"109 E FRONT ST, Traverse City, Michigan, USA","107 E Front St, Traverse City, MI 49684, USA",0,1324,14007,6000,6.3,440.0
151,Commercial,Warehouse,"2465 N AERO PARK CT OFFIC, Traverse City, Michigan, USA","2465 N Aero-Park Ct, Traverse City, MI 49686, USA",1,1271,5708,5000,6.5,458.0
152,Commercial,Warehouse,"1500 BARLOW ST, Traverse City, Michigan, USA","1485 Barlow St, Traverse City, MI 49686, USA",0,1321,846,4000,7.0,493.0
153,Commercial,Retail Strip Mall,"120 E FRONT ST, Traverse City, Michigan, USA","120 E Front St Loft 2, Traverse City, MI 49684, USA",1,1321,1868,6000,6.3,440.0
154,Commercial,Retail Strip Mall,"210 E FRONT ST, Traverse City, Michigan, USA","210 E Front St, Traverse City, MI 49684, USA",1,1327,3365,5000,6.3,440.0
155,Commercial,Residential Home,"327 W FOURTEENTH ST, Traverse City, Michigan, USA",Not Found,,,,,,
156,Commercial,Medium Office,"610 WOODMERE AVE, Traverse City, Michigan, USA","610 Woodmere Ave, Traverse City, MI 49686, USA",1,1417,23115,6000,5.8,405.0
157,Commercial,Medium Office,"400 W FRONT ST, Traverse City, Michigan, USA","400 W Front St #206, Traverse City, MI 49684, USA",1,1435,6572,6000,6.0,423.0
158,Commercial,Retail Strip Mall,"120 E FRONT ST, Traverse City, Michigan, USA","120 E Front St Loft 2, Traverse City, MI 49684, USA",1,1321,1868,6000,6.3,440.0
159,Commercial,Small Hotel,"721 INDIAN TRAIL BLVD, Traverse City, Michigan, USA","721 Indian Trail Blvd, Traverse City, MI 49686, USA",1,1194,3242,4000,7.3,511.0
160,Commercial,Small Office,"955 E EIGHTH ST, Traverse City, Michigan, USA","955 E Eighth St A, Traverse City, MI 49686, USA",1,1280,2625,5000,6.5,458.0
161,Commercial,Retail Strip Mall,"1128 S GARFIELD AVE, Traverse City, Michigan, USA","1128 S Garfield Ave, Traverse City, MI 49686, USA",1,1311,3911,5000,6.3,440.0
162,Commercial,Religious worship ,"1023 S DIVISION ST, Traverse City, Michigan, USA","1023 S Division St, Traverse City, MI 49684, USA",1,1428,9866,6000,5.8,405.0
163,Commercial,Residential Home,"1003 E FRONT ST, Traverse City, Michigan, USA","995 E Front St, Traverse City, MI 49686, USA",0,1161,300,200,4.3,300.0
164,Commercial,Quick Service Restaurant,"346 E FRONT ST, Traverse City, Michigan, USA","340 E Front St, Traverse City, MI 49684, USA",0,1328,3964,6000,6.3,440.0
165,Commercial,Small Hotel,"894 MUNSON AVE, Traverse City, Michigan, USA","890 Munson Ave, Traverse City, MI 49686, USA",0,1180,1110,4000,7.3,511.0
166,Commercial,Outpatient,"403 E STATE ST, Traverse City, Michigan, USA","403 E State St, Traverse City, MI 49686, USA",1,1347,2625,6000,6.3,440.0
167,Commercial,Large Hotel,"1773 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
168,Commercial,Midrise Apartment,"100 HOPE ST STE, Traverse City, Michigan, USA","100 Hope St, Traverse City, MI 49686, USA",1,1414,3259,6000,6.0,423.0
169,Commercial,Small Office,"940 E EIGHTH ST, Traverse City, Michigan, USA","940 E Eighth St, Traverse City, MI 49686, USA",1,1412,916,5000,6.5,458.0
170,Commercial,Retail Strip Mall,"1142 E EIGHTH ST, Traverse City, Michigan, USA","1142 E Eighth St #104, Traverse City, MI 49686, USA",1,1321,2978,5000,6.3,440.0
